student_id,gender,age,department,cgpa,backlogs,attendance_percentage,programming_skills,dsa_skills,core_subjects,projects_completed,internships,certifications,communication_skills,leadership,teamwork,hackathons,extracurricular_score,aptitude_score,interview_score,resume_score,mock_interview_score,placement_status,package_lpa
241,Female,21,Civil,7.11,4,92.98,1,1,3,5,0,3,9,4,3,3,3,68,90,1,1,0,0.0
242,Male,22,Mechanical,8.37,2,81.7,10,1,5,5,1,5,8,1,9,3,5,84,71,10,8,1,3.02
243,Female,21,ECE,5.65,4,99.18,4,8,8,1,0,3,7,5,4,3,3,59,56,10,7,0,0.0
244,Male,23,ECE,7.87,0,76.94,8,2,8,5,2,5,7,9,1,4,10,96,76,2,10,1,14.36
245,Male,24,Mechanical,8.83,2,67.82,5,9,5,2,3,5,1,6,5,4,5,82,32,4,10,1,10.58
246,Female,20,Mechanical,7.86,0,73.84,2,10,1,2,1,5,5,10,2,0,9,71,61,2,3,0,0.0
247,Male,20,EEE,7.46,2,89.48,4,8,10,5,1,0,4,10,9,3,5,57,83,2,8,0,0.0
248,Male,24,Civil,9.02,5,86.36,4,1,2,3,0,0,5,4,6,4,6,84,93,9,8,1,8.89
249,Male,22,Civil,9.73,1,91.13,10,10,8,2,0,1,6,5,7,2,7,94,47,2,10,1,13.33
250,Male,21,Civil,5.87,3,62.94,5,8,10,1,3,1,6,1,7,2,1,44,70,2,8,0,0.0
251,Female,22,Civil,8.32,3,83.21,2,9,9,5,0,5,10,4,6,3,8,41,34,1,1,0,0.0
252,Male,20,CSE,5.39,5,97.29,7,4,7,0,1,2,5,4,6,1,2,90,75,5,5,1,14.09
253,Female,24,CSE,5.21,0,64.32,5,7,9,1,0,5,3,9,1,3,8,48,82,2,5,0,0.0
254,Male,24,IT,6.35,0,63.77,4,4,9,1,1,2,3,5,8,3,4,74,80,1,10,0,0.0
255,Male,22,Mechanical,9.66,1,88.66,8,3,6,0,2,1,8,3,3,1,1,67,77,2,10,1,10.48
256,Male,22,Mechanical,7.65,4,72.61,2,1,6,3,1,4,8,10,10,1,7,96,85,3,8,1,13.37
257,Male,21,Mechanical,6.29,2,86.34,1,2,7,4,1,3,8,8,3,1,9,96,32,1,2,1,14.9
258,Female,23,Mechanical,5.64,5,81.82,6,7,1,5,1,4,7,10,1,0,9,74,44,7,10,1,14.97
259,Female,23,Civil,9.42,1,99.44,10,6,9,5,3,5,5,10,3,1,4,41,41,4,9,1,7.78
260,Male,21,Civil,6.74,5,95.56,10,8,1,4,2,5,6,7,4,4,8,79,63,4,5,1,12.41
261,Male,23,CSE,6.47,1,87.12,8,3,8,1,1,3,6,8,5,0,7,43,32,3,8,1,14.81
262,Female,20,ECE,9.12,0,70.47,7,6,10,3,0,5,9,4,2,3,4,52,72,4,5,1,12.12
263,Male,23,EEE,7.9,0,70.48,9,6,2,3,0,1,5,7,6,1,8,63,88,10,2,1,7.52
264,Male,21,Civil,5.81,4,95.29,1,2,10,3,1,3,7,4,1,4,1,72,31,3,1,0,0.0
265,Male,23,Civil,7.02,5,83.41,3,1,7,3,0,0,9,9,10,1,9,64,48,6,3,1,13.08
266,Female,24,Civil,9.46,5,91.57,9,2,5,1,0,5,9,5,1,1,4,82,66,3,8,1,13.12
267,Female,22,ECE,9.33,4,77.99,5,9,8,5,3,1,1,5,4,0,1,43,52,8,4,0,0.0
268,Female,20,ECE,5.34,0,64.12,6,6,10,2,2,1,7,4,9,4,9,96,46,3,4,1,6.9
269,Male,24,CSE,6.29,3,73.31,7,3,7,5,0,1,9,5,3,4,2,95,65,2,10,1,13.05
270,Male,24,Civil,5.74,4,66.45,3,10,8,4,2,5,4,1,4,3,2,84,93,9,8,0,0.0
271,Female,21,EEE,7.56,1,91.27,7,7,2,4,0,2,3,1,6,3,2,71,55,2,7,0,0.0
272,Female,22,Mechanical,8.6,0,88.02,3,1,10,5,1,5,1,9,5,4,8,55,98,1,5,0,0.0
273,Female,22,Civil,6.42,5,63.54,6,8,9,0,1,1,7,2,7,2,6,56,57,7,8,1,14.77
274,Female,20,CSE,8.64,5,84.86,8,10,6,1,2,1,8,8,4,0,8,67,54,8,7,1,5.91
275,Male,21,CSE,8.21,2,94.97,7,7,6,4,2,5,9,2,5,0,3,48,88,7,9,1,13.35
276,Female,20,EEE,8.5,2,87.89,5,3,6,1,2,1,3,9,7,3,9,87,72,2,6,1,3.67
277,Male,23,IT,9.55,3,80.44,6,4,1,5,2,5,3,2,6,4,3,35,43,2,2,0,0.0
278,Female,24,CSE,7.04,5,72.47,4,7,7,1,1,5,1,1,2,1,4,73,88,4,4,0,0.0
279,Male,20,ECE,6.64,0,95.48,2,4,2,5,0,4,5,8,7,2,2,30,44,2,7,0,0.0
280,Female,24,ECE,8.28,5,76.91,7,5,2,3,1,3,8,3,5,2,2,59,48,3,7,1,6.55
281,Female,21,Mechanical,8.88,5,94.22,4,1,5,0,2,0,7,7,6,3,9,80,77,8,7,1,3.42
282,Female,23,CSE,5.92,1,91.32,6,5,6,1,3,1,7,5,10,1,2,92,85,2,8,1,8.72
283,Female,21,Mechanical,9.06,3,92.65,10,10,1,5,0,3,4,7,4,1,6,58,81,4,10,1,9.86
284,Male,23,CSE,5.28,1,99.59,2,10,1,4,1,0,1,8,2,0,5,45,90,7,10,0,0.0
285,Female,23,EEE,5.03,2,89.95,2,4,1,4,3,3,7,3,1,4,10,75,59,10,4,0,0.0
286,Male,24,Civil,5.76,1,61.36,6,3,7,0,0,1,3,5,1,1,3,53,95,2,1,0,0.0
287,Male,21,CSE,9.7,2,68.22,8,9,1,1,1,3,5,5,9,4,10,72,41,3,3,1,3.49
288,Male,21,IT,7.51,4,61.41,1,1,9,3,0,3,9,7,9,4,6,65,37,5,4,0,0.0
289,Male,20,ECE,5.22,2,67.6,10,10,3,0,3,3,3,2,9,3,3,44,52,5,5,1,12.29
290,Female,21,EEE,9.79,5,62.46,7,5,10,1,2,1,2,8,8,4,9,75,51,7,9,1,13.82
291,Male,20,Civil,8.58,2,80.06,6,10,2,0,0,2,10,7,9,2,6,67,55,3,7,1,10.17
292,Male,22,Civil,9.02,5,61.13,5,2,6,3,2,2,8,10,10,2,5,50,77,4,6,1,11.87
293,Male,22,ECE,6.02,3,78.9,10,5,2,2,1,3,2,7,1,1,7,30,65,8,1,0,0.0
294,Female,22,Civil,5.51,5,95.95,8,5,5,2,1,5,6,5,2,4,6,54,48,2,10,1,7.0
295,Female,21,Mechanical,7.47,5,89.94,1,10,5,2,0,5,6,8,4,1,9,80,41,2,2,0,0.0
296,Female,21,EEE,8.71,5,97.76,5,1,9,3,0,1,2,1,8,0,7,47,70,7,9,0,0.0
297,Female,20,IT,8.06,3,69.07,6,4,4,3,3,5,5,7,8,4,1,33,93,2,1,1,14.67
298,Male,23,ECE,8.03,0,81.24,4,7,8,0,2,3,1,9,4,0,4,74,70,3,4,0,0.0
299,Male,20,CSE,8.63,0,72.74,10,1,7,5,0,2,7,8,8,2,5,52,32,1,5,1,13.53
300,Female,22,CSE,6.09,2,79.75,10,10,7,4,0,4,2,4,2,1,2,54,75,3,4,0,0.0
301,Male,20,CSE,8.18,4,82.28,2,2,1,3,0,5,9,8,1,0,4,59,93,3,6,1,3.1
302,Male,23,EEE,6.88,0,61.45,8,4,6,3,0,4,1,8,4,4,1,75,61,3,5,0,0.0
303,Male,21,IT,5.33,2,69.33,5,10,6,2,0,5,4,1,9,3,9,57,34,1,10,0,0.0
304,Female,20,Civil,5.97,3,88.19,10,2,10,2,0,3,6,1,3,1,4,67,59,9,4,1,7.18
305,Female,22,IT,8.81,0,90.92,6,2,8,5,3,2,3,9,8,1,9,63,66,7,6,1,7.48
306,Male,22,IT,9.3,0,82.78,9,1,6,2,0,5,6,1,3,1,3,87,40,5,5,1,12.16
307,Female,21,ECE,6.36,5,70.83,2,2,8,4,3,4,4,10,10,0,5,73,36,2,4,0,0.0
308,Female,20,EEE,5.91,5,76.2,5,3,6,2,2,4,2,3,5,1,6,65,91,9,7,0,0.0
309,Female,23,CSE,5.13,2,63.84,1,4,8,2,2,3,10,3,6,3,5,62,32,10,4,0,0.0
310,Female,21,ECE,9.55,5,98.13,3,1,5,5,3,3,5,4,5,0,2,96,54,8,4,1,3.68
311,Female,20,Civil,8.28,2,94.75,6,1,9,4,0,2,10,3,7,2,10,86,66,2,4,1,5.24
312,Male,24,IT,9.59,1,62.62,8,7,4,2,1,5,8,3,4,1,8,38,72,10,6,1,12.7
313,Female,22,CSE,9.15,1,66.66,5,5,6,0,1,0,2,5,4,2,1,31,73,8,5,0,0.0
314,Male,23,EEE,6.63,4,83.24,4,7,2,0,0,5,6,5,4,2,1,43,37,2,8,0,0.0
315,Male,23,Mechanical,5.54,0,69.3,5,10,3,1,0,4,8,8,9,1,4,75,60,8,7,1,12.05
316,Female,23,IT,7.4,1,97.38,4,9,4,0,0,0,6,7,1,2,8,53,73,3,5,0,0.0
317,Male,22,IT,5.13,2,90.22,2,1,3,4,2,4,5,9,10,3,6,70,89,2,7,0,0.0
318,Male,20,IT,5.72,5,70.93,1,8,7,2,0,4,3,5,7,3,8,58,54,5,6,0,0.0
319,Male,21,IT,6.12,5,60.24,8,10,9,1,2,4,8,4,3,4,10,77,34,10,4,1,4.13
320,Female,20,CSE,8.2,0,91.98,1,4,6,3,3,3,10,4,10,2,6,55,55,9,2,1,13.24
321,Female,21,EEE,7.45,1,76.96,2,9,3,5,1,0,2,2,9,3,10,52,34,3,8,0,0.0
322,Male,23,ECE,6.45,4,85.7,5,2,9,5,2,1,10,9,8,4,6,59,43,2,7,1,5.67
323,Female,20,CSE,7.71,4,71.48,8,9,1,3,2,3,9,7,9,0,5,89,91,7,7,1,8.9
324,Female,23,EEE,5.6,4,65.71,10,8,5,0,1,4,8,2,6,2,9,90,94,6,7,1,4.22
325,Female,24,ECE,8.63,4,87.01,3,6,10,1,2,0,6,10,7,2,7,85,93,2,4,1,8.21
326,Female,23,IT,8.42,5,78.01,9,5,10,3,2,0,9,8,7,1,2,34,60,4,10,1,7.09
327,Male,23,EEE,6.04,5,69.41,6,3,5,3,0,2,6,2,8,4,2,35,52,1,1,0,0.0
328,Male,21,IT,7.91,5,65.51,3,1,2,3,1,3,8,2,9,0,3,94,59,6,6,1,8.71
329,Female,24,EEE,7.42,2,83.22,10,6,5,0,2,1,5,4,1,3,10,49,54,1,5,1,5.02
330,Female,23,Civil,5.29,4,89.02,7,10,1,0,3,2,7,7,5,4,9,56,32,9,8,1,3.88
331,Male,23,Mechanical,6.34,3,71.36,7,5,1,1,0,0,2,10,2,1,6,62,43,7,8,0,0.0
332,Male,24,IT,9.8,5,89.41,7,8,4,0,1,2,1,9,9,4,7,94,54,1,5,1,8.06
333,Female,24,IT,5.48,4,67.32,4,1,6,0,3,4,8,5,4,2,1,43,71,8,9,0,0.0
334,Male,20,IT,7.43,1,73.54,6,10,2,4,1,3,5,3,10,2,3,32,68,4,3,0,0.0
335,Female,21,Civil,9.08,0,89.8,3,1,5,0,1,1,9,6,2,3,7,44,86,10,1,1,13.82
336,Female,24,CSE,6.44,5,86.41,4,7,10,1,1,5,7,9,10,2,6,58,53,1,3,0,0.0
337,Male,24,ECE,6.25,5,70.82,3,8,5,0,2,1,4,2,7,3,9,83,82,2,7,0,0.0
338,Male,22,IT,9.28,1,64.89,3,10,3,5,1,0,5,7,10,2,6,77,46,3,9,1,13.88
339,Female,24,IT,6.46,0,61.7,1,1,4,5,1,2,3,10,5,4,3,94,74,10,6,0,0.0
340,Female,21,CSE,8.13,2,93.52,5,9,2,0,1,1,5,10,8,3,8,47,91,10,4,0,0.0
341,Male,23,CSE,8.55,5,63.01,3,7,7,4,2,1,10,4,7,4,9,39,40,7,9,1,3.93
342,Female,23,Mechanical,8.79,0,64.59,1,7,3,5,0,4,4,6,9,0,2,92,43,10,3,0,0.0
343,Male,23,EEE,9.77,3,69.51,9,8,6,1,2,4,3,4,5,4,2,32,41,4,10,1,13.54
344,Female,23,IT,8.86,5,77.83,4,8,9,5,2,0,8,2,8,0,5,39,36,5,10,1,12.05
345,Male,22,EEE,8.15,4,91.59,9,1,7,3,2,5,4,5,7,1,6,72,62,4,1,1,8.5
346,Male,24,CSE,9.3,1,69.9,2,4,4,4,1,2,10,3,5,4,7,85,74,10,3,1,12.31
347,Male,23,CSE,9.35,0,81.74,2,9,2,0,0,4,4,10,9,2,7,68,77,5,3,0,0.0
348,Female,20,Mechanical,9.67,1,63.61,4,3,7,2,3,2,8,3,2,2,5,90,82,6,5,1,12.1
349,Female,23,ECE,8.73,4,78.58,4,6,8,4,1,5,5,10,3,4,9,70,78,4,1,1,3.16
350,Male,24,Civil,5.94,2,67.11,5,4,3,4,3,0,5,3,4,4,3,42,47,8,10,0,0.0
351,Female,23,Civil,8.41,4,68.45,1,1,7,1,3,3,5,2,10,0,2,86,66,1,2,1,14.02
352,Male,22,Civil,5.36,2,74.67,5,3,1,3,0,0,6,4,8,2,1,33,33,10,5,0,0.0
353,Male,21,CSE,6.53,1,90.45,10,3,8,3,0,3,5,7,6,1,9,63,64,1,8,1,3.54
354,Female,21,IT,5.56,2,89.76,2,3,7,3,2,4,1,2,10,1,5,47,86,10,7,0,0.0
355,Female,24,Mechanical,9.56,5,76.6,5,6,6,4,3,1,1,4,1,4,3,51,82,5,9,0,0.0
356,Male,21,ECE,6.63,2,64.75,10,9,3,2,2,0,6,5,3,0,2,70,45,2,10,1,8.54
357,Female,21,Civil,8.42,2,71.23,10,7,4,1,3,2,2,10,1,3,6,51,96,1,5,1,13.7
358,Female,20,Mechanical,7.74,5,80.21,6,7,8,2,2,2,3,3,10,2,2,70,48,5,10,1,8.01
359,Male,24,CSE,5.52,2,94.78,3,1,1,3,0,5,6,5,6,2,3,39,35,9,7,0,0.0
360,Male,24,Civil,7.69,5,98.73,4,9,2,4,3,3,2,5,4,1,4,91,43,8,4,1,14.72
361,Female,21,ECE,8.17,5,85.5,5,4,1,3,3,2,6,2,2,1,10,52,73,6,9,1,12.4
362,Male,21,EEE,9.23,2,74.03,6,8,4,2,0,4,6,1,7,1,3,32,88,6,5,0,0.0
363,Male,21,ECE,5.34,5,87.74,9,1,6,3,3,3,2,2,9,4,10,90,42,8,7,1,8.32
364,Female,22,IT,6.42,0,73.45,9,8,5,0,2,1,10,5,3,3,4,73,85,2,10,1,4.01
365,Male,23,Civil,8.32,2,85.02,6,9,6,1,2,0,2,8,10,3,2,94,92,5,8,1,12.99
366,Male,22,Civil,5.16,2,69.75,1,5,2,2,3,3,7,1,9,1,9,89,92,5,10,1,5.98
367,Female,24,EEE,5.98,4,70.68,6,7,5,0,3,5,9,6,1,4,9,54,40,1,6,1,4.35
368,Female,20,EEE,6.05,4,63.01,10,10,1,3,2,5,1,3,10,0,1,55,90,7,3,0,0.0
369,Male,23,Civil,8.21,4,76.81,3,2,6,1,0,4,8,5,6,4,1,64,96,6,3,1,9.74
370,Male,20,IT,6.37,2,84.73,5,1,4,1,0,3,4,10,1,2,8,57,58,10,2,0,0.0
371,Female,24,EEE,7.88,4,91.55,5,6,10,1,2,4,6,1,6,2,5,41,33,9,2,0,0.0
372,Female,24,CSE,9.63,0,92.41,10,9,9,4,0,5,3,5,4,1,8,72,69,7,9,1,4.47
373,Female,20,Civil,8.81,1,99.7,4,1,3,1,0,3,10,10,3,3,5,54,45,5,4,1,4.97
374,Female,20,ECE,6.6,4,63.51,3,10,3,0,3,3,1,2,5,3,10,58,92,3,10,0,0.0
375,Male,20,ECE,7.27,5,79.73,1,1,9,2,1,1,1,9,6,2,4,83,54,3,5,0,0.0
376,Female,24,IT,5.96,4,80.85,7,4,4,0,2,3,5,3,3,2,5,81,64,8,4,1,10.26
377,Female,21,CSE,5.08,0,92.18,8,10,7,3,1,4,4,10,2,1,4,30,81,2,10,0,0.0
378,Male,20,EEE,6.39,5,70.65,5,6,10,4,2,3,8,10,2,3,7,69,35,5,4,1,7.75
379,Female,23,Civil,6.77,5,62.77,8,9,2,4,0,2,3,5,9,2,6,80,42,7,10,1,3.34
380,Male,24,ECE,7.71,5,72.55,4,2,1,3,0,1,3,5,4,1,8,54,90,4,10,0,0.0
381,Female,22,ECE,9.53,5,99.36,8,5,10,2,3,4,2,3,3,0,10,46,32,10,10,1,3.8
382,Female,22,ECE,9.55,3,95.98,3,7,1,4,3,0,9,10,10,4,4,36,50,1,5,1,10.82
383,Female,23,ECE,5.34,3,75.81,8,4,6,3,0,5,5,5,9,0,7,87,98,10,2,1,7.34
384,Male,21,Mechanical,7.95,5,95.05,6,6,4,3,3,3,9,5,7,0,5,99,97,8,5,1,11.73
385,Male,20,IT,5.2,5,61.31,9,6,2,3,3,4,7,8,5,2,1,58,34,1,6,1,6.3
386,Female,24,EEE,8.11,5,72.57,5,4,7,3,2,2,8,8,6,3,3,73,32,9,8,1,7.26
387,Male,20,Civil,5.56,0,89.07,1,4,8,1,3,3,7,6,8,2,1,81,76,9,9,0,0.0
388,Male,24,Civil,9.54,4,68.86,8,9,7,2,0,2,5,2,7,0,3,60,77,5,7,1,7.66
389,Male,22,Civil,9.15,1,67.94,3,1,10,5,0,3,2,9,9,4,1,75,74,2,3,0,0.0
390,Male,20,EEE,5.11,5,94.47,5,5,9,3,0,3,8,6,5,0,4,81,66,3,6,1,14.4
391,Male,23,IT,8.75,4,84.64,2,9,1,1,3,5,5,7,10,2,5,75,33,2,9,1,11.51
392,Male,21,CSE,8.05,0,99.56,7,9,10,1,3,5,8,7,2,1,3,58,64,6,1,1,7.62
393,Female,23,IT,7.38,0,65.39,5,9,6,0,1,0,5,5,4,2,1,98,31,5,4,1,7.67
394,Female,21,ECE,7.89,5,74.25,7,2,8,5,0,0,1,10,2,2,6,89,76,5,2,0,0.0
395,Male,20,ECE,8.26,2,72.45,7,7,9,3,3,2,10,4,5,2,10,32,90,1,6,1,8.02
396,Female,20,IT,9.25,0,95.21,5,10,8,1,1,1,9,7,3,3,8,98,35,8,6,1,7.23
397,Female,21,IT,8.68,2,70.21,5,8,6,5,0,5,5,6,10,1,10,81,70,7,2,1,9.74
398,Female,22,EEE,7.76,0,74.14,9,1,8,0,0,3,2,7,2,3,6,66,46,7,3,1,12.6
399,Female,24,EEE,8.96,2,65.71,3,2,8,0,0,0,4,4,8,4,5,47,39,6,8,0,0.0
400,Male,23,Mechanical,9.74,2,91.02,8,1,1,3,2,1,1,2,8,3,5,76,99,8,1,1,5.99
401,Female,23,Civil,6.44,5,69.51,1,9,8,4,0,2,4,10,5,0,2,58,92,1,8,0,0.0
402,Female,23,Mechanical,5.57,5,62.73,4,10,7,1,0,5,5,9,5,0,9,47,74,10,9,0,0.0
403,Male,20,Civil,8.51,4,77.4,2,5,8,4,1,4,2,7,5,4,10,98,41,7,2,0,0.0
404,Male,23,ECE,9.7,2,75.66,3,4,8,0,0,5,6,4,4,0,7,90,78,10,6,1,11.49
405,Female,24,Mechanical,5.56,3,67.1,6,8,10,4,2,5,4,2,10,0,5,90,31,7,7,1,8.55
406,Female,24,Mechanical,7.07,0,65.34,4,3,10,4,3,0,5,8,3,4,2,34,46,6,4,0,0.0
407,Female,21,CSE,5.3,5,95.86,1,8,6,3,0,3,10,8,7,2,6,70,88,9,10,0,0.0
408,Female,20,IT,8.73,1,62.71,5,3,9,0,3,0,10,10,1,4,10,54,36,5,3,1,13.33
409,Female,24,EEE,9.55,0,63.97,3,6,3,2,2,3,5,8,1,4,8,94,49,5,8,1,11.52
410,Female,22,Mechanical,7.4,4,69.8,2,4,10,1,1,5,4,3,8,1,2,70,89,9,1,0,0.0
411,Male,20,EEE,6.97,4,98.11,4,8,1,3,1,5,1,10,9,1,5,80,90,10,10,0,0.0
412,Female,20,Civil,9.36,2,63.42,4,7,9,3,3,0,5,4,4,3,7,78,90,5,5,1,8.19
413,Female,24,Mechanical,5.64,4,92.64,3,5,10,2,3,2,4,2,6,4,3,76,45,6,7,0,0.0
414,Male,22,Civil,9.28,5,95.68,5,3,10,3,3,2,6,7,4,1,4,34,46,3,1,1,5.52
415,Male,21,Mechanical,6.88,4,75.11,5,5,2,0,2,2,7,7,5,0,9,53,50,6,7,1,3.07
416,Male,24,ECE,7.69,0,71.76,8,4,3,3,3,2,4,1,3,3,7,99,72,4,9,1,4.49
417,Male,22,CSE,7.54,3,87.1,10,8,4,3,3,2,3,9,3,4,10,89,30,8,3,1,10.21
418,Female,20,Civil,7.96,3,88.11,7,5,8,2,3,3,1,9,1,4,4,59,40,1,5,0,0.0
419,Female,22,IT,9.52,2,91.2,9,10,9,1,2,3,2,5,7,3,5,41,60,3,5,1,7.23
420,Female,20,IT,9.57,4,93.22,7,10,3,5,2,4,1,7,2,0,7,44,94,3,7,0,0.0
421,Female,24,ECE,8.99,4,70.74,2,5,2,1,2,5,9,10,5,4,2,43,71,3,6,1,5.09
422,Female,24,ECE,5.92,3,87.48,3,2,2,4,2,2,4,8,1,4,9,37,61,9,10,0,0.0
423,Female,23,IT,6.6,2,65.4,6,9,9,0,2,1,7,3,6,0,4,77,36,7,1,1,8.97
424,Male,23,Civil,7.34,4,80.43,1,6,8,2,0,3,6,7,9,3,8,42,62,10,1,0,0.0
425,Female,23,IT,9.35,2,84.52,8,1,2,1,3,3,1,5,9,0,6,57,42,5,10,1,6.74
426,Male,24,CSE,7.5,5,66.47,7,3,8,2,2,4,2,4,7,3,9,78,36,7,7,1,12.83
427,Male,21,Mechanical,9.69,0,63.06,6,4,4,5,0,3,4,10,5,0,8,55,69,10,5,1,9.2
428,Female,24,CSE,9.72,5,67.79,5,10,6,4,3,0,6,2,10,1,6,85,98,1,9,1,5.89
429,Male,22,IT,7.87,4,76.82,10,10,5,1,1,5,5,7,2,2,5,70,36,1,2,1,13.3
430,Female,24,Mechanical,9.21,4,95.51,5,2,5,2,2,3,3,7,1,4,6,69,32,3,4,1,9.69
431,Male,24,IT,9.8,4,81.28,8,10,10,5,1,0,9,10,3,4,8,52,46,4,2,1,12.61
432,Female,20,CSE,9.08,3,89.94,8,4,10,0,0,4,7,10,8,4,4,90,40,1,5,1,10.5
433,Male,20,CSE,8.15,3,66.97,3,2,7,0,2,0,6,8,10,3,10,44,31,9,6,0,0.0
434,Female,20,Civil,9.06,4,64.24,9,6,8,4,3,5,5,4,2,2,5,30,59,6,7,1,10.27
435,Female,24,Civil,5.4,4,69.58,3,10,5,1,0,1,8,10,10,1,5,78,80,8,3,0,0.0
436,Female,21,CSE,8.05,0,72.56,10,9,4,1,3,3,8,2,5,2,4,95,96,8,2,1,11.9
437,Female,22,Mechanical,6.04,0,81.92,8,1,2,0,2,1,10,3,9,1,4,79,83,1,9,1,6.41
438,Female,22,Civil,5.56,2,95.25,7,5,5,5,2,2,10,1,3,4,8,43,67,6,7,1,8.41
439,Male,21,Civil,9.29,2,77.04,9,9,8,4,2,4,10,6,10,3,7,55,58,5,5,1,4.58
440,Male,21,EEE,8.07,3,80.75,9,7,1,3,3,4,10,8,8,2,5,32,97,10,9,1,4.55
441,Male,22,EEE,6.17,1,60.18,1,6,6,0,2,3,5,10,8,0,5,47,61,8,3,0,0.0
442,Female,23,Civil,6.86,0,61.33,1,7,2,0,3,5,1,8,1,3,5,60,80,6,7,0,0.0
443,Male,20,IT,9.67,2,63.35,3,9,2,2,0,3,3,4,4,2,7,63,45,5,7,0,0.0
444,Female,20,Mechanical,9.14,0,87.96,7,3,8,4,0,4,4,4,4,0,8,71,51,3,3,1,10.58
445,Female,22,ECE,5.07,0,79.45,3,8,6,3,3,3,1,10,6,4,6,98,84,8,2,0,0.0
446,Male,21,Civil,9.7,5,67.72,3,1,6,5,3,0,1,1,9,3,1,92,86,6,3,1,9.12
447,Male,23,EEE,6.77,1,83.7,4,10,6,4,3,5,4,6,5,2,1,61,64,5,3,0,0.0
448,Female,22,Mechanical,8.34,0,81.78,8,6,9,4,1,5,4,4,8,4,2,56,71,7,5,1,11.88
449,Male,20,Mechanical,8.42,5,63.55,1,9,3,0,2,0,7,9,3,1,6,32,81,10,5,0,0.0
450,Female,24,EEE,9.38,1,85.62,4,1,2,0,3,5,6,2,3,4,9,30,82,4,1,1,13.25
451,Female,21,Mechanical,9.25,5,90.69,4,5,5,0,1,0,1,8,10,2,8,97,99,1,9,0,0.0
452,Female,24,Mechanical,6.35,5,71.46,8,8,6,2,1,4,1,7,7,4,3,87,44,3,7,1,5.51
453,Female,22,EEE,8.09,1,87.5,7,10,9,3,1,4,6,8,7,2,6,84,50,1,3,1,3.94
454,Female,20,CSE,6.89,0,67.99,4,6,9,5,3,5,7,2,5,3,2,97,42,5,5,1,11.99
455,Male,23,Civil,7.52,0,90.27,8,6,2,5,0,1,2,10,9,2,6,49,99,1,4,0,0.0
456,Male,24,IT,7.66,2,96.47,3,3,9,3,1,2,3,9,5,3,5,41,96,6,4,0,0.0
457,Female,23,ECE,6.9,0,77.67,10,8,9,4,2,3,2,4,6,2,8,93,77,8,3,1,5.86
458,Female,20,IT,7.23,0,69.78,7,1,6,5,3,4,6,1,8,4,10,63,34,4,7,1,10.08
459,Male,24,CSE,6.0,0,75.97,9,4,1,5,2,1,1,6,9,0,7,69,70,2,10,0,0.0
460,Male,23,CSE,7.92,2,70.0,6,8,8,5,2,2,7,4,1,2,2,75,77,10,3,1,10.68
461,Female,23,Mechanical,8.64,1,60.05,4,6,8,0,1,0,10,2,2,4,8,59,72,6,10,1,11.68
462,Male,24,IT,7.06,2,86.02,4,9,8,5,1,3,2,1,8,1,2,76,45,8,8,0,0.0
463,Female,20,CSE,9.69,0,61.7,1,1,8,4,1,4,5,6,4,3,6,75,41,3,7,0,0.0
464,Male,23,IT,5.27,4,68.42,6,2,10,0,3,1,1,8,7,1,4,51,38,1,9,0,0.0
465,Female,22,CSE,7.83,0,88.9,3,1,5,4,2,0,10,3,5,4,7,36,48,7,3,1,14.52
466,Male,24,ECE,7.8,2,86.63,3,4,2,4,0,2,10,10,4,3,8,65,72,1,10,1,5.12
467,Female,21,CSE,5.17,5,62.93,1,9,9,2,1,5,7,8,9,4,1,38,52,2,2,0,0.0
468,Male,21,IT,6.08,5,86.4,7,4,6,5,0,1,5,9,4,2,4,72,45,7,7,1,14.91
469,Male,20,Mechanical,9.35,2,97.22,9,9,3,2,1,2,5,2,10,3,8,33,57,9,8,1,7.67
470,Female,22,IT,7.61,3,62.98,3,6,1,5,3,5,8,4,6,1,7,67,41,3,7,1,4.15
471,Male,23,EEE,7.09,5,76.63,7,5,5,4,3,4,8,6,5,1,1,57,50,6,8,1,13.74
472,Female,21,IT,6.99,4,89.18,9,10,4,0,0,5,8,7,4,1,4,98,88,4,1,1,5.14
473,Male,20,ECE,9.26,2,86.71,3,4,4,4,2,1,3,4,7,2,4,31,60,7,5,0,0.0
474,Female,22,Civil,6.76,5,69.06,9,10,9,0,2,3,8,4,10,0,6,40,73,1,2,1,9.06
475,Male,22,ECE,9.12,5,66.52,2,2,6,1,1,0,5,7,4,1,7,59,76,9,8,0,0.0
476,Female,20,ECE,6.48,1,91.37,3,8,8,3,1,1,1,7,6,4,7,73,42,5,7,0,0.0
477,Male,20,CSE,7.55,0,98.25,4,3,9,4,2,4,4,7,3,4,8,44,47,5,8,0,0.0
478,Female,23,ECE,5.69,5,90.7,7,1,1,1,0,4,5,5,10,0,6,69,65,7,5,0,0.0
479,Male,20,IT,8.96,5,98.53,9,10,7,4,0,2,8,4,10,3,1,83,65,10,9,1,7.21
480,Female,23,Civil,8.53,1,84.2,1,7,7,2,2,2,10,6,5,1,8,30,33,7,2,0,0.0
481,Female,23,Mechanical,7.54,2,97.16,9,8,9,3,1,3,2,7,9,3,7,81,84,8,7,1,14.92
482,Female,24,ECE,5.12,2,87.62,10,7,1,4,1,4,6,10,5,1,7,57,52,3,1,1,13.31
